TotalFlowDuration,MinFlowDuration,MaxFlowDuration,AvgFlowDuration,StdFlowDuration,totalPackets,minPackets,maxPackets,avgPackets,stdPackets,totalBwdPackets,minBwdPackets,maxBwdPackets,avgBwdPackets,stdBwdPackets,totalFwdBytes,minFwdBytes,maxFwdBytes,avgFwdBytes,stdFwdBytes,totalBwdBytes,minBwdBytes,maxBwdBytes,avgBwdBytes,stdBwdBytes,totalBytes,distinctSrcPorts,distinctDstPorts,distinctDstIP,totalFlows,minFwdPacketLen,maxFwdPacketLen,avgFwdPacketLen,stdFwdPacketLen,minBwdPacketLen,maxBwdPacketLen,avgBwdPacketLen,stdBwdPacketLen,minDownUpRatio,maxDownUpRatio,avgDownUpRatio,stdDownUpRatio,minFlowIAT,maxFlowIAT,avgFlowIAT,stdFlowIAT,minIdleTime,maxIdleTime,totalIdleTime,stdIleTime,avgIdleTime,totalTCPFlows,totalUDPFlows,UserIP
0000000,00,0000000,000000.0000000000,000000.0000000000,000,0,00,0.00000000000000,0.00000000000000,0,0,0,0.0000000000000000,0.0000000000000000,0000.0,0.0,000.0,000.00000000000000,000.0000000000000,00.0,0.0,00.0,0.0000000000000000,0.000000000000000,0000.0,0,00,00,00,0.0,00.0,00.000000000000000,0.000000000000000,0.0,00.0,0.0000000000000000,0.0000000000000000,0.0,0.0,0.0000000000000000,0.0000000000000000,0.0,000.0,00.00000000000000,00.0000000000000,0.000000,000.000000,000.0000000000000,00.00000000000000,00.00000000000000,00,0,000.000.00.000
